po_id,supplier_id,site_id,part_id,order_date,promised_date,receipt_date,ordered_qty,received_qty,delivery_delay_days,late_delivery,actual_lead_time_days,lead_time_days_x,lead_time_days_y,lead_time_days,lead_time_variance_days,otif
PO008678,SUP022,SITE04,P00086,2024-06-17,2024-07-21,2024-07-23,15,15,2,1,36,34,34,34,2,0
PO008679,SUP022,SITE04,P00086,2024-06-24,2024-07-31,2024-07-28,35,35,-3,0,34,34,34,34,0,1
PO008680,SUP022,SITE04,P00086,2024-07-29,2024-09-03,2024-09-05,17,17,2,1,38,34,34,34,4,0
PO008681,SUP022,SITE04,P00086,2024-09-16,2024-10-15,2024-10-16,8,8,1,1,30,34,34,34,-4,0
PO008682,SUP022,SITE04,P00086,2024-10-14,2024-11-17,2024-11-18,35,35,1,1,35,34,34,34,1,0
PO008683,SUP022,SITE04,P00086,2024-10-21,2024-11-23,2024-11-27,19,19,4,1,37,34,34,34,3,0
PO008684,SUP022,SITE04,P00086,2024-10-28,2024-12-01,2024-12-05,11,11,4,1,38,34,34,34,4,0
PO008685,SUP022,SITE04,P00086,2024-11-04,2024-12-08,2024-12-05,7,7,-3,0,31,34,34,34,-3,1
PO008686,SUP022,SITE04,P00086,2024-12-16,2025-01-19,2025-01-23,29,29,4,1,38,34,34,34,4,0
PO008687,SUP022,SITE05,P00086,2022-01-17,2022-02-19,2022-02-19,28,28,0,0,33,34,34,34,-1,1
PO008688,SUP022,SITE05,P00086,2022-01-31,2022-03-06,2022-03-09,23,23,3,1,37,34,34,34,3,0
PO008689,SUP022,SITE05,P00086,2022-02-28,2022-04-06,2022-04-05,23,23,-1,0,36,34,34,34,2,1
PO008690,SUP022,SITE05,P00086,2022-03-07,2022-04-18,2022-04-15,10,10,-3,0,39,34,34,34,5,1
PO008691,SUP022,SITE05,P00086,2022-03-28,2022-05-04,2022-05-07,6,6,3,1,40,34,34,34,6,0
PO008692,SUP022,SITE05,P00086,2022-05-02,2022-06-01,2022-06-08,17,17,7,1,37,34,34,34,3,0
PO008693,SUP022,SITE05,P00086,2022-05-23,2022-06-24,2022-06-22,15,10,-2,0,30,34,34,34,-4,0
PO008694,SUP022,SITE05,P00086,2022-06-06,2022-07-10,2022-07-07,11,11,-3,0,31,34,34,34,-3,1
PO008695,SUP022,SITE05,P00086,2022-07-11,2022-08-15,2022-08-21,5,5,6,1,41,34,34,34,7,0
PO008696,SUP022,SITE05,P00086,2022-09-05,2022-10-10,2022-10-11,19,19,1,1,36,34,34,34,2,0
PO008697,SUP022,SITE05,P00086,2022-09-12,2022-10-14,2022-10-13,12,9,-1,0,31,34,34,34,-3,0
PO008698,SUP022,SITE05,P00086,2022-09-19,2022-10-23,2022-10-20,5,4,-3,0,31,34,34,34,-3,0
PO008699,SUP022,SITE05,P00086,2023-02-13,2023-03-23,2023-03-27,16,13,4,1,42,34,34,34,8,0
PO008700,SUP022,SITE05,P00086,2023-05-01,2023-06-06,2023-06-03,11,11,-3,0,33,34,34,34,-1,1
PO008701,SUP022,SITE05,P00086,2023-05-08,2023-06-13,2023-06-10,26,26,-3,0,33,34,34,34,-1,1
PO008702,SUP022,SITE05,P00086,2023-06-12,2023-07-12,2023-07-10,15,15,-2,0,28,34,34,34,-6,1
PO008703,SUP022,SITE05,P00086,2023-07-17,2023-08-19,2023-08-17,12,12,-2,0,31,34,34,34,-3,1
PO008704,SUP022,SITE05,P00086,2023-09-04,2023-10-13,2023-10-15,19,15,2,1,41,34,34,34,7,0
PO008705,SUP022,SITE05,P00086,2023-09-18,2023-10-18,2023-10-22,23,23,4,1,34,34,34,34,0,0
PO008706,SUP022,SITE05,P00086,2023-10-16,2023-11-21,2023-11-20,4,4,-1,0,35,34,34,34,1,1
PO008707,SUP022,SITE05,P00086,2023-10-30,2023-12-06,2023-12-03,49,49,-3,0,34,34,34,34,0,1
PO008708,SUP022,SITE05,P00086,2023-11-13,2023-12-22,2023-12-25,9,9,3,1,42,34,34,34,8,0
PO008709,SUP022,SITE05,P00086,2023-12-11,2024-01-12,2024-01-13,15,15,1,1,33,34,34,34,-1,0
PO008710,SUP022,SITE05,P00086,2023-12-18,2024-01-26,2024-01-23,5,5,-3,0,36,34,34,34,2,1
PO008711,SUP022,SITE05,P00086,2024-01-01,2024-01-31,2024-01-29,21,21,-2,0,28,34,34,34,-6,1
PO008712,SUP022,SITE05,P00086,2024-03-04,2024-04-07,2024-04-08,20,20,1,1,35,34,34,34,1,0
PO008713,SUP022,SITE05,P00086,2024-04-15,2024-05-19,2024-05-23,5,5,4,1,38,34,34,34,4,0
PO008714,SUP022,SITE05,P00086,2024-08-12,2024-09-18,2024-09-20,13,13,2,1,39,34,34,34,5,0
PO008715,SUP022,SITE05,P00086,2024-09-16,2024-10-19,2024-10-21,6,6,2,1,35,34,34,34,1,0
PO008716,SUP022,SITE05,P00086,2024-11-11,2024-12-09,2024-12-11,16,16,2,1,30,34,34,34,-4,0
PO008717,SUP022,SITE05,P00086,2024-11-25,2024-12-26,2024-12-26,29,29,0,0,31,34,34,34,-3,1
PO008718,SUP022,SITE05,P00086,2024-12-23,2025-01-20,2025-01-17,37,37,-3,0,25,34,34,34,-9,1
PO008719,SUP022,SITE06,P00086,2022-01-10,2022-02-14,2022-02-15,19,19,1,1,36,34,34,34,2,0
PO008720,SUP022,SITE06,P00086,2022-01-31,2022-03-07,2022-03-08,19,19,1,1,36,34,34,34,2,0
PO008721,SUP022,SITE06,P00086,2022-02-14,2022-03-23,2022-03-23,47,47,0,0,37,34,34,34,3,1
PO008722,SUP022,SITE06,P00086,2022-02-28,2022-04-01,2022-03-29,45,45,-3,0,29,34,34,34,-5,1
PO008723,SUP022,SITE06,P00086,2022-03-07,2022-04-08,2022-04-05,39,28,-3,0,29,34,34,34,-5,0
PO008724,SUP022,SITE06,P00086,2022-04-04,2022-05-14,2022-05-14,51,51,0,0,40,34,34,34,6,1
PO008725,SUP022,SITE06,P00086,2022-06-27,2022-08-06,2022-08-05,30,30,-1,0,39,34,34,34,5,1
PO008726,SUP022,SITE06,P00086,2022-07-11,2022-08-13,2022-08-20,64,48,7,1,40,34,34,34,6,0
PO008727,SUP022,SITE06,P00086,2022-08-22,2022-09-28,2022-09-27,26,26,-1,0,36,34,34,34,2,1
PO008728,SUP022,SITE06,P00086,2022-09-12,2022-10-22,2022-10-23,97,97,1,1,41,34,34,34,7,0
PO008729,SUP022,SITE06,P00086,2022-10-03,2022-11-06,2022-11-05,19,19,-1,0,33,34,34,34,-1,1
PO008730,SUP022,SITE06,P00086,2022-11-21,2022-12-23,2022-12-26,50,50,3,1,35,34,34,34,1,0
PO008731,SUP022,SITE06,P00086,2022-12-12,2023-01-12,2023-01-09,32,32,-3,0,28,34,34,34,-6,1
PO008732,SUP022,SITE06,P00086,2022-12-19,2023-01-22,2023-01-20,32,32,-2,0,32,34,34,34,-2,1
PO008733,SUP022,SITE06,P00086,2023-02-06,2023-03-11,2023-03-12,36,36,1,1,34,34,34,34,0,0
PO008734,SUP022,SITE06,P00086,2023-04-03,2023-05-09,2023-05-13,10,10,4,1,40,34,34,34,6,0
PO008735,SUP022,SITE06,P00086,2023-05-08,2023-06-14,2023-06-13,119,119,-1,0,36,34,34,34,2,1
PO008736,SUP022,SITE06,P00086,2023-05-29,2023-07-03,2023-07-05,24,24,2,1,37,34,34,34,3,0
PO008737,SUP022,SITE06,P00086,2023-07-31,2023-09-08,2023-09-05,52,52,-3,0,36,34,34,34,2,1
PO008738,SUP022,SITE06,P00086,2023-08-28,2023-09-29,2023-10-01,38,38,2,1,34,34,34,34,0,0
PO008739,SUP022,SITE06,P00086,2023-09-04,2023-10-09,2023-10-15,33,33,6,1,41,34,34,34,7,0
PO008740,SUP022,SITE06,P00086,2023-10-23,2023-11-28,2023-11-28,44,44,0,0,36,34,34,34,2,1
PO008741,SUP022,SITE06,P00086,2023-11-27,2023-12-27,2023-12-24,13,9,-3,0,27,34,34,34,-7,0
PO008742,SUP022,SITE06,P00086,2024-03-11,2024-04-17,2024-04-19,13,13,2,1,39,34,34,34,5,0
PO008743,SUP022,SITE06,P00086,2024-05-06,2024-06-11,2024-06-09,18,13,-2,0,34,34,34,34,0,0
PO008744,SUP022,SITE06,P00086,2024-05-13,2024-06-17,2024-06-14,43,43,-3,0,32,34,34,34,-2,1
PO008745,SUP022,SITE06,P00086,2024-05-27,2024-07-01,2024-07-03,19,19,2,1,37,34,34,34,3,0
PO008746,SUP022,SITE06,P00086,2024-06-03,2024-06-30,2024-06-28,35,35,-2,0,25,34,34,34,-9,1
PO008747,SUP022,SITE06,P00086,2024-07-01,2024-08-01,2024-08-02,32,21,1,1,32,34,34,34,-2,0
PO008748,SUP022,SITE06,P00086,2024-07-22,2024-08-29,2024-09-01,50,50,3,1,41,34,34,34,7,0
PO008749,SUP022,SITE06,P00086,2024-08-26,2024-10-02,2024-10-02,84,84,0,0,37,34,34,34,3,1
PO008750,SUP022,SITE06,P00086,2024-10-14,2024-11-19,2024-11-16,36,36,-3,0,33,34,34,34,-1,1
PO008751,SUP022,SITE06,P00086,2024-10-28,2024-11-29,2024-11-28,49,49,-1,0,31,34,34,34,-3,1
PO008752,SUP022,SITE06,P00086,2024-11-11,2024-12-16,2024-12-16,48,48,0,0,35,34,34,34,1,1
PO008753,SUP022,SITE06,P00086,2024-11-25,2025-01-03,2025-01-05,38,38,2,1,41,34,34,34,7,0
PO008754,SUP022,SITE01,P00087,2022-04-04,2022-04-27,2022-04-30,6,6,3,1,26,23,23,23,3,0
PO008755,SUP022,SITE01,P00087,2022-08-15,2022-09-05,2022-09-02,1,1,-3,0,18,23,23,23,-5,1
PO008756,SUP022,SITE01,P00087,2023-03-20,2023-04-14,2023-04-20,1,1,6,1,31,23,23,23,8,0
PO008757,SUP022,SITE01,P00087,2023-06-19,2023-07-11,2023-07-12,4,4,1,1,23,23,23,23,0,0
PO008758,SUP022,SITE01,P00087,2023-07-24,2023-08-16,2023-08-22,8,8,6,1,29,23,23,23,6,0
PO008759,SUP022,SITE01,P00087,2023-08-07,2023-08-30,2023-08-29,3,3,-1,0,22,23,23,23,-1,1
PO008760,SUP022,SITE01,P00087,2024-03-18,2024-04-11,2024-04-08,6,6,-3,0,21,23,23,23,-2,1
PO008761,SUP022,SITE02,P00087,2022-03-28,2022-04-22,2022-04-23,5,5,1,1,26,23,23,23,3,0
PO008762,SUP022,SITE02,P00087,2023-01-09,2023-01-31,2023-01-29,5,5,-2,0,20,23,23,23,-3,1
PO008763,SUP022,SITE02,P00087,2023-04-03,2023-04-28,2023-05-02,4,4,4,1,29,23,23,23,6,0
PO008764,SUP022,SITE02,P00087,2023-07-31,2023-08-22,2023-08-24,4,4,2,1,24,23,23,23,1,0
PO008765,SUP022,SITE02,P00087,2023-11-27,2023-12-18,2023-12-19,3,3,1,1,22,23,23,23,-1,0
PO008766,SUP022,SITE02,P00087,2024-02-26,2024-03-22,2024-03-23,6,6,1,1,26,23,23,23,3,0
PO008767,SUP022,SITE02,P00087,2024-05-06,2024-05-29,2024-05-29,10,10,0,0,23,23,23,23,0,1
PO008768,SUP022,SITE02,P00087,2024-05-13,2024-06-03,2024-06-04,2,2,1,1,22,23,23,23,-1,0
PO008769,SUP022,SITE03,P00087,2022-06-06,2022-06-27,2022-06-24,2,2,-3,0,18,23,23,23,-5,1
PO008770,SUP022,SITE03,P00087,2022-10-17,2022-11-07,2022-11-04,5,5,-3,0,18,23,23,23,-5,1
PO008771,SUP022,SITE03,P00087,2023-01-23,2023-02-14,2023-02-14,2,2,0,0,22,23,23,23,-1,1
PO008772,SUP022,SITE03,P00087,2023-09-04,2023-09-28,2023-09-29,4,4,1,1,25,23,23,23,2,0
PO008773,SUP022,SITE03,P00087,2023-11-06,2023-11-29,2023-12-01,3,3,2,1,25,23,23,23,2,0
PO008774,SUP022,SITE03,P00087,2024-09-09,2024-10-02,2024-10-06,3,3,4,1,27,23,23,23,4,0
PO008775,SUP022,SITE04,P00087,2022-01-31,2022-02-24,2022-02-25,12,12,1,1,25,23,23,23,2,0
PO008776,SUP022,SITE04,P00087,2022-04-11,2022-05-06,2022-05-07,26,26,1,1,26,23,23,23,3,0
PO008777,SUP022,SITE04,P00087,2022-04-18,2022-05-14,2022-05-21,22,22,7,1,33,23,23,23,10,0
PO008778,SUP022,SITE04,P00087,2022-05-23,2022-06-13,2022-06-11,15,15,-2,0,19,23,23,23,-4,1
PO008779,SUP022,SITE04,P00087,2022-10-10,2022-10-31,2022-11-03,12,12,3,1,24,23,23,23,1,0
PO008780,SUP022,SITE04,P00087,2022-12-12,2023-01-02,2023-01-04,14,14,2,1,23,23,23,23,0,0
PO008781,SUP022,SITE04,P00087,2023-01-16,2023-02-10,2023-02-11,9,9,1,1,26,23,23,23,3,0
PO008782,SUP022,SITE04,P00087,2023-03-13,2023-04-04,2023-04-01,7,7,-3,0,19,23,23,23,-4,1
PO008783,SUP022,SITE04,P00087,2023-03-20,2023-04-12,2023-04-16,16,16,4,1,27,23,23,23,4,0
PO008784,SUP022,SITE04,P00087,2023-03-27,2023-04-19,2023-04-17,9,9,-2,0,21,23,23,23,-2,1
PO008785,SUP022,SITE04,P00087,2023-06-26,2023-07-15,2023-07-15,7,7,0,0,19,23,23,23,-4,1
PO008786,SUP022,SITE04,P00087,2023-09-04,2023-09-28,2023-09-29,11,11,1,1,25,23,23,23,2,0
PO008787,SUP022,SITE04,P00087,2023-10-02,2023-10-31,2023-10-29,11,11,-2,0,27,23,23,23,4,1
PO008788,SUP022,SITE04,P00087,2023-12-11,2024-01-06,2024-01-05,20,20,-1,0,25,23,23,23,2,1
PO008789,SUP022,SITE04,P00087,2024-02-05,2024-03-02,2024-02-28,5,5,-3,0,23,23,23,23,0,1
PO008790,SUP022,SITE04,P00087,2024-02-12,2024-03-06,2024-03-07,5,5,1,1,24,23,23,23,1,0
PO008791,SUP022,SITE04,P00087,2024-06-17,2024-07-09,2024-07-09,5,5,0,0,22,23,23,23,-1,1
PO008792,SUP022,SITE04,P00087,2024-06-24,2024-07-17,2024-07-14,9,9,-3,0,20,23,23,23,-3,1
PO008793,SUP022,SITE05,P00087,2022-08-08,2022-08-28,2022-08-26,3,3,-2,0,18,23,23,23,-5,1
PO008794,SUP022,SITE05,P00087,2022-09-12,2022-10-07,2022-10-08,1,1,1,1,26,23,23,23,3,0
PO008795,SUP022,SITE05,P00087,2022-11-14,2022-12-08,2022-12-09,5,5,1,1,25,23,23,23,2,0
PO008796,SUP022,SITE05,P00087,2023-01-09,2023-02-02,2023-02-01,4,4,-1,0,23,23,23,23,0,1
PO008797,SUP022,SITE05,P00087,2023-12-18,2024-01-14,2024-01-11,2,2,-3,0,24,23,23,23,1,1
PO008798,SUP022,SITE05,P00087,2024-03-18,2024-04-09,2024-04-08,2,2,-1,0,21,23,23,23,-2,1
PO008799,SUP022,SITE06,P00087,2022-01-10,2022-02-03,2022-01-31,3,3,-3,0,21,23,23,23,-2,1
PO008800,SUP022,SITE06,P00087,2022-02-07,2022-03-04,2022-03-03,2,2,-1,0,24,23,23,23,1,1
PO008801,SUP022,SITE06,P00087,2022-08-29,2022-09-19,2022-09-16,9,9,-3,0,18,23,23,23,-5,1
PO008802,SUP022,SITE06,P00087,2022-09-19,2022-10-10,2022-10-11,5,5,1,1,22,23,23,23,-1,0
PO008803,SUP022,SITE06,P00087,2022-10-31,2022-11-25,2022-11-25,9,9,0,0,25,23,23,23,2,1
PO008804,SUP022,SITE06,P00087,2023-01-30,2023-02-22,2023-02-23,4,4,1,1,24,23,23,23,1,0
PO008805,SUP022,SITE06,P00087,2023-04-17,2023-05-07,2023-05-07,7,4,0,0,20,23,23,23,-3,0
PO008806,SUP022,SITE06,P00087,2023-06-26,2023-07-21,2023-07-21,7,7,0,0,25,23,23,23,2,1
PO008807,SUP022,SITE06,P00087,2023-07-17,2023-08-10,2023-08-12,7,7,2,1,26,23,23,23,3,0
PO008808,SUP022,SITE06,P00087,2023-10-30,2023-11-24,2023-11-23,4,2,-1,0,24,23,23,23,1,0
PO008809,SUP022,SITE06,P00087,2023-11-06,2023-12-01,2023-12-04,6,4,3,1,28,23,23,23,5,0
PO008810,SUP022,SITE06,P00087,2024-02-26,2024-03-21,2024-03-18,10,10,-3,0,21,23,23,23,-2,1
PO008811,SUP029,SITE01,P00088,2022-03-14,2022-04-17,2022-04-17,12,12,0,0,34,34,34,34,0,1
PO008812,SUP029,SITE01,P00088,2022-05-02,2022-06-06,2022-06-04,6,6,-2,0,33,34,34,34,-1,1
PO008813,SUP029,SITE01,P00088,2022-05-30,2022-07-01,2022-07-05,16,16,4,1,36,34,34,34,2,0
PO008814,SUP029,SITE01,P00088,2022-06-06,2022-07-13,2022-07-13,7,7,0,0,37,34,34,34,3,1
PO008815,SUP029,SITE01,P00088,2022-06-27,2022-08-02,2022-08-10,6,6,8,1,44,34,34,34,10,0
PO008816,SUP029,SITE01,P00088,2022-08-15,2022-09-19,2022-09-22,17,17,3,1,38,34,34,34,4,0
PO008817,SUP029,SITE01,P00088,2022-08-22,2022-09-26,2022-09-27,12,12,1,1,36,34,34,34,2,0
PO008818,SUP029,SITE01,P00088,2022-10-03,2022-11-07,2022-11-05,11,11,-2,0,33,34,34,34,-1,1
PO008819,SUP029,SITE01,P00088,2023-03-13,2023-04-11,2023-04-13,11,11,2,1,31,34,34,34,-3,0
PO008820,SUP029,SITE01,P00088,2023-05-15,2023-06-16,2023-06-15,5,5,-1,0,31,34,34,34,-3,1
PO008821,SUP029,SITE01,P00088,2023-10-30,2023-12-04,2023-12-09,8,8,5,1,40,34,34,34,6,0
PO008822,SUP029,SITE01,P00088,2023-11-06,2023-12-10,2023-12-08,15,15,-2,0,32,34,34,34,-2,1
PO008823,SUP029,SITE01,P00088,2024-01-29,2024-03-01,2024-02-27,6,5,-3,0,29,34,34,34,-5,0
PO008824,SUP029,SITE01,P00088,2024-02-19,2024-03-28,2024-03-28,12,12,0,0,38,34,34,34,4,1
PO008825,SUP029,SITE01,P00088,2024-02-26,2024-03-29,2024-03-29,5,5,0,0,32,34,34,34,-2,1
PO008826,SUP029,SITE01,P00088,2024-03-11,2024-04-16,2024-04-13,18,18,-3,0,33,34,34,34,-1,1
PO008827,SUP029,SITE01,P00088,2024-04-08,2024-05-13,2024-05-11,2,2,-2,0,33,34,34,34,-1,1
PO008828,SUP029,SITE01,P00088,2024-06-17,2024-07-21,2024-07-21,9,9,0,0,34,34,34,34,0,1
PO008829,SUP029,SITE01,P00088,2024-09-23,2024-10-29,2024-10-26,7,7,-3,0,33,34,34,34,-1,1
PO008830,SUP029,SITE02,P00088,2022-01-24,2022-02-28,2022-02-25,4,4,-3,0,32,34,34,34,-2,1
PO008831,SUP029,SITE02,P00088,2022-04-18,2022-05-25,2022-05-23,6,6,-2,0,35,34,34,34,1,1
PO008832,SUP029,SITE02,P00088,2022-08-08,2022-09-08,2022-09-11,6,6,3,1,34,34,34,34,0,0
PO008833,SUP029,SITE02,P00088,2022-09-05,2022-10-11,2022-10-08,5,5,-3,0,33,34,34,34,-1,1
PO008834,SUP029,SITE02,P00088,2022-09-19,2022-10-25,2022-10-27,2,2,2,1,38,34,34,34,4,0
PO008835,SUP029,SITE02,P00088,2022-09-26,2022-11-01,2022-11-03,18,18,2,1,38,34,34,34,4,0
PO008836,SUP029,SITE02,P00088,2022-12-05,2023-01-09,2023-01-11,7,7,2,1,37,34,34,34,3,0
PO008837,SUP029,SITE02,P00088,2023-06-05,2023-07-11,2023-07-15,22,22,4,1,40,34,34,34,6,0
PO008838,SUP029,SITE02,P00088,2023-09-25,2023-10-25,2023-10-24,8,8,-1,0,29,34,34,34,-5,1
PO008839,SUP029,SITE02,P00088,2024-01-29,2024-02-29,2024-02-29,11,11,0,0,31,34,34,34,-3,1
PO008840,SUP029,SITE02,P00088,2024-02-19,2024-03-26,2024-03-24,18,18,-2,0,34,34,34,34,0,1
PO008841,SUP029,SITE02,P00088,2024-04-22,2024-05-26,2024-05-25,7,7,-1,0,33,34,34,34,-1,1
PO008842,SUP029,SITE02,P00088,2024-09-23,2024-10-28,2024-10-27,6,6,-1,0,34,34,34,34,0,1
PO008843,SUP029,SITE02,P00088,2024-10-28,2024-12-03,2024-12-07,5,5,4,1,40,34,34,34,6,0
PO008844,SUP029,SITE02,P00088,2024-11-18,2024-12-16,2024-12-18,4,4,2,1,30,34,34,34,-4,0
PO008845,SUP029,SITE02,P00088,2024-12-02,2025-01-10,2025-01-10,11,11,0,0,39,34,34,34,5,1
PO008846,SUP029,SITE03,P00088,2022-03-07,2022-04-12,2022-04-15,8,8,3,1,39,34,34,34,5,0
PO008847,SUP029,SITE03,P00088,2022-09-05,2022-10-07,2022-10-07,3,3,0,0,32,34,34,34,-2,1
PO008848,SUP029,SITE03,P00088,2022-10-10,2022-11-12,2022-11-15,15,13,3,1,36,34,34,34,2,0
PO008849,SUP029,SITE03,P00088,2023-04-03,2023-05-08,2023-05-10,5,5,2,1,37,34,34,34,3,0
PO008850,SUP029,SITE03,P00088,2023-07-24,2023-08-31,2023-08-28,4,4,-3,0,35,34,34,34,1,1
PO008851,SUP029,SITE03,P00088,2023-10-23,2023-11-27,2023-12-03,5,5,6,1,41,34,34,34,7,0
PO008852,SUP029,SITE03,P00088,2023-10-30,2023-12-06,2023-12-04,5,5,-2,0,35,34,34,34,1,1
PO008853,SUP029,SITE03,P00088,2023-12-04,2024-01-11,2024-01-08,13,13,-3,0,35,34,34,34,1,1
PO008854,SUP029,SITE03,P00088,2023-12-18,2024-01-24,2024-01-21,9,9,-3,0,34,34,34,34,0,1
PO008855,SUP029,SITE03,P00088,2024-03-11,2024-04-16,2024-04-19,5,5,3,1,39,34,34,34,5,0
PO008856,SUP029,SITE03,P00088,2024-07-22,2024-08-24,2024-08-23,17,17,-1,0,32,34,34,34,-2,1
PO008857,SUP029,SITE03,P00088,2024-09-09,2024-10-17,2024-10-23,9,9,6,1,44,34,34,34,10,0
PO008858,SUP029,SITE03,P00088,2024-10-28,2024-11-28,2024-12-02,3,3,4,1,35,34,34,34,1,0
PO008859,SUP029,SITE04,P00088,2022-04-04,2022-05-12,2022-05-15,15,15,3,1,41,34,34,34,7,0
PO008860,SUP029,SITE04,P00088,2022-05-09,2022-06-08,2022-06-05,14,14,-3,0,27,34,34,34,-7,1
PO008861,SUP029,SITE04,P00088,2022-06-06,2022-07-08,2022-07-08,6,6,0,0,32,34,34,34,-2,1
PO008862,SUP029,SITE04,P00088,2022-07-25,2022-08-31,2022-08-31,11,8,0,0,37,34,34,34,3,0
PO008863,SUP029,SITE04,P00088,2022-08-08,2022-09-13,2022-09-10,32,32,-3,0,33,34,34,34,-1,1
PO008864,SUP029,SITE04,P00088,2022-08-22,2022-10-01,2022-09-28,17,17,-3,0,37,34,34,34,3,1
PO008865,SUP029,SITE04,P00088,2022-12-12,2023-01-16,2023-01-17,11,11,1,1,36,34,34,34,2,0
PO008866,SUP029,SITE04,P00088,2022-12-26,2023-01-30,2023-02-05,4,4,6,1,41,34,34,34,7,0
PO008867,SUP029,SITE04,P00088,2023-01-09,2023-02-08,2023-02-13,19,19,5,1,35,34,34,34,1,0
PO008868,SUP029,SITE04,P00088,2023-03-27,2023-04-30,2023-05-03,16,16,3,1,37,34,34,34,3,0
PO008869,SUP029,SITE04,P00088,2023-05-08,2023-06-10,2023-06-09,7,7,-1,0,32,34,34,34,-2,1
PO008870,SUP029,SITE04,P00088,2023-06-05,2023-07-13,2023-07-14,11,11,1,1,39,34,34,34,5,0
PO008871,SUP029,SITE04,P00088,2023-06-19,2023-07-22,2023-07-21,17,17,-1,0,32,34,34,34,-2,1
PO008872,SUP029,SITE04,P00088,2023-10-02,2023-11-06,2023-11-03,8,8,-3,0,32,34,34,34,-2,1
PO008873,SUP029,SITE04,P00088,2023-10-30,2023-12-03,2023-12-02,8,8,-1,0,33,34,34,34,-1,1
PO008874,SUP029,SITE04,P00088,2023-12-25,2024-01-30,2024-01-30,21,21,0,0,36,34,34,34,2,1
PO008875,SUP029,SITE04,P00088,2024-02-12,2024-03-20,2024-03-18,49,49,-2,0,35,34,34,34,1,1
PO008876,SUP029,SITE04,P00088,2024-03-04,2024-04-04,2024-04-02,9,9,-2,0,29,34,34,34,-5,1
PO008877,SUP029,SITE04,P00088,2024-04-01,2024-05-07,2024-05-12,10,10,5,1,41,34,34,34,7,0
PO008878,SUP029,SITE04,P00088,2024-04-08,2024-05-17,2024-05-19,10,10,2,1,41,34,34,34,7,0
PO008879,SUP029,SITE04,P00088,2024-04-15,2024-05-20,2024-05-17,14,14,-3,0,32,34,34,34,-2,1
PO008880,SUP029,SITE04,P00088,2024-05-13,2024-06-19,2024-06-23,13,13,4,1,41,34,34,34,7,0
PO008881,SUP029,SITE04,P00088,2024-09-09,2024-10-16,2024-10-19,13,13,3,1,40,34,34,34,6,0
PO008882,SUP029,SITE04,P00088,2024-10-07,2024-11-12,2024-11-12,16,16,0,0,36,34,34,34,2,1
PO008883,SUP029,SITE04,P00088,2024-10-21,2024-11-22,2024-11-22,31,31,0,0,32,34,34,34,-2,1
PO008884,SUP029,SITE05,P00088,2022-03-14,2022-04-14,2022-04-13,10,10,-1,0,30,34,34,34,-4,1
PO008885,SUP029,SITE05,P00088,2022-06-06,2022-07-11,2022-07-12,12,12,1,1,36,34,34,34,2,0
PO008886,SUP029,SITE05,P00088,2022-08-08,2022-09-10,2022-09-11,12,12,1,1,34,34,34,34,0,0
PO008887,SUP029,SITE05,P00088,2022-08-29,2022-10-03,2022-10-02,5,5,-1,0,34,34,34,34,0,1
PO008888,SUP029,SITE05,P00088,2022-11-07,2022-12-07,2022-12-07,8,8,0,0,30,34,34,34,-4,1
PO008889,SUP029,SITE05,P00088,2022-12-19,2023-01-19,2023-01-18,5,5,-1,0,30,34,34,34,-4,1
PO008890,SUP029,SITE05,P00088,2023-03-13,2023-04-15,2023-04-16,5,5,1,1,34,34,34,34,0,0
PO008891,SUP029,SITE05,P00088,2023-05-01,2023-06-07,2023-06-07,11,11,0,0,37,34,34,34,3,1
PO008892,SUP029,SITE05,P00088,2023-06-12,2023-07-20,2023-07-23,9,9,3,1,41,34,34,34,7,0
PO008893,SUP029,SITE05,P00088,2023-07-03,2023-08-06,2023-08-06,9,9,0,0,34,34,34,34,0,1
PO008894,SUP029,SITE05,P00088,2023-07-31,2023-09-01,2023-08-29,23,23,-3,0,29,34,34,34,-5,1
PO008895,SUP029,SITE05,P00088,2023-10-30,2023-12-02,2023-11-30,11,11,-2,0,31,34,34,34,-3,1
PO008896,SUP029,SITE05,P00088,2023-12-11,2024-01-13,2024-01-10,8,8,-3,0,30,34,34,34,-4,1
PO008897,SUP029,SITE05,P00088,2024-01-08,2024-02-11,2024-02-10,7,7,-1,0,33,34,34,34,-1,1
PO008898,SUP029,SITE05,P00088,2024-04-01,2024-05-02,2024-05-04,40,40,2,1,33,34,34,34,-1,0
PO008899,SUP029,SITE05,P00088,2024-04-08,2024-05-09,2024-05-10,5,5,1,1,32,34,34,34,-2,0
PO008900,SUP029,SITE05,P00088,2024-08-26,2024-09-22,2024-09-20,13,13,-2,0,25,34,34,34,-9,1
PO008901,SUP029,SITE05,P00088,2024-11-11,2024-12-11,2024-12-12,4,4,1,1,31,34,34,34,-3,0
PO008902,SUP029,SITE05,P00088,2024-12-23,2025-01-29,2025-01-26,12,8,-3,0,34,34,34,34,0,0
PO008903,SUP029,SITE06,P00088,2022-02-14,2022-03-21,2022-03-22,7,7,1,1,36,34,34,34,2,0
PO008904,SUP029,SITE06,P00088,2022-03-21,2022-04-25,2022-05-01,15,15,6,1,41,34,34,34,7,0
PO008905,SUP029,SITE06,P00088,2022-04-11,2022-05-12,2022-05-12,28,28,0,0,31,34,34,34,-3,1
