po_id,supplier_id,site_id,part_id,order_date,promised_date,receipt_date,ordered_qty,received_qty
PO001713,SUP022,SITE06,P00016,2022-12-05,2022-12-19,2022-12-19,15,15
PO001714,SUP022,SITE06,P00016,2022-12-26,2023-01-08,2023-01-05,12,12
PO001715,SUP022,SITE06,P00016,2023-01-30,2023-02-15,2023-02-14,12,12
PO001716,SUP022,SITE06,P00016,2023-03-20,2023-04-02,2023-04-01,20,20
PO001717,SUP022,SITE06,P00016,2023-05-08,2023-05-23,2023-05-25,16,16
PO001718,SUP022,SITE06,P00016,2023-05-15,2023-05-31,2023-05-30,13,13
PO001719,SUP022,SITE06,P00016,2023-06-12,2023-06-27,2023-06-28,23,23
PO001720,SUP022,SITE06,P00016,2023-08-07,2023-08-21,2023-08-23,14,14
PO001721,SUP022,SITE06,P00016,2023-08-21,2023-09-03,2023-08-31,10,10
PO001722,SUP022,SITE06,P00016,2023-09-18,2023-10-04,2023-10-01,35,35
PO001723,SUP022,SITE06,P00016,2023-10-30,2023-11-14,2023-11-15,21,21
PO001724,SUP022,SITE06,P00016,2023-12-04,2023-12-21,2023-12-23,35,35
PO001725,SUP022,SITE06,P00016,2023-12-11,2023-12-27,2023-12-31,13,13
PO001726,SUP022,SITE06,P00016,2023-12-25,2024-01-08,2024-01-14,40,40
PO001727,SUP022,SITE06,P00016,2024-01-08,2024-01-23,2024-01-21,13,13
PO001728,SUP022,SITE06,P00016,2024-05-06,2024-05-22,2024-05-22,39,39
PO001729,SUP022,SITE06,P00016,2024-05-13,2024-05-30,2024-06-01,21,21
PO001730,SUP022,SITE06,P00016,2024-05-20,2024-06-02,2024-06-02,25,25
PO001731,SUP022,SITE06,P00016,2024-06-10,2024-06-24,2024-06-21,12,12
PO001732,SUP022,SITE06,P00016,2024-09-02,2024-09-16,2024-09-18,22,18
PO001733,SUP022,SITE06,P00016,2024-09-23,2024-10-09,2024-10-13,32,32
PO001734,SUP022,SITE06,P00016,2024-10-28,2024-11-10,2024-11-11,95,95
PO001735,SUP022,SITE06,P00016,2024-12-02,2024-12-17,2024-12-14,17,14
PO001736,SUP031,SITE01,P00017,2022-03-14,2022-04-22,2022-04-24,4,4
PO001737,SUP031,SITE01,P00017,2022-04-25,2022-06-09,2022-06-08,4,4
PO001738,SUP031,SITE01,P00017,2022-05-02,2022-06-18,2022-06-20,6,6
PO001739,SUP031,SITE01,P00017,2022-05-09,2022-06-18,2022-06-15,10,10
PO001740,SUP031,SITE01,P00017,2022-06-13,2022-07-29,2022-07-31,8,8
PO001741,SUP031,SITE01,P00017,2023-02-27,2023-04-11,2023-04-08,5,5
PO001742,SUP031,SITE01,P00017,2023-04-10,2023-05-22,2023-05-21,2,2
PO001743,SUP031,SITE01,P00017,2023-08-21,2023-10-01,2023-09-28,4,4
PO001744,SUP031,SITE01,P00017,2023-10-16,2023-11-22,2023-11-26,3,3
PO001745,SUP031,SITE01,P00017,2023-10-23,2023-12-05,2023-12-07,9,5
PO001746,SUP031,SITE02,P00017,2022-05-23,2022-07-08,2022-07-07,16,16
PO001747,SUP031,SITE02,P00017,2022-11-28,2023-01-12,2023-01-13,5,5
PO001748,SUP031,SITE02,P00017,2022-12-26,2023-02-07,2023-02-05,5,5
PO001749,SUP031,SITE02,P00017,2023-01-16,2023-02-24,2023-02-26,9,9
PO001750,SUP031,SITE02,P00017,2023-09-04,2023-10-14,2023-10-13,9,9
PO001751,SUP031,SITE02,P00017,2023-12-25,2024-02-10,2024-02-11,3,3
PO001752,SUP031,SITE02,P00017,2024-03-25,2024-05-15,2024-05-12,6,6
PO001753,SUP031,SITE02,P00017,2024-04-29,2024-06-16,2024-06-17,9,9
PO001754,SUP031,SITE02,P00017,2024-07-01,2024-08-09,2024-08-11,3,3
PO001755,SUP031,SITE02,P00017,2024-11-04,2024-12-17,2024-12-22,5,5
PO001756,SUP031,SITE02,P00017,2024-11-25,2025-01-08,2025-01-12,6,6
PO001757,SUP031,SITE03,P00017,2022-05-16,2022-06-22,2022-06-22,4,4
PO001758,SUP031,SITE03,P00017,2022-09-12,2022-10-24,2022-10-21,3,2
PO001759,SUP031,SITE03,P00017,2023-01-16,2023-02-23,2023-02-25,2,2
PO001760,SUP031,SITE03,P00017,2023-04-24,2023-06-06,2023-06-09,3,3
PO001761,SUP031,SITE03,P00017,2023-05-29,2023-07-10,2023-07-14,12,12
PO001762,SUP031,SITE03,P00017,2024-02-19,2024-04-03,2024-04-06,8,8
PO001763,SUP031,SITE03,P00017,2024-04-29,2024-06-17,2024-06-18,8,8
PO001764,SUP031,SITE03,P00017,2024-09-23,2024-11-05,2024-11-02,3,3
PO001765,SUP031,SITE03,P00017,2024-11-25,2025-01-12,2025-01-14,4,3
PO001766,SUP031,SITE04,P00017,2022-01-24,2022-03-09,2022-03-09,5,5
PO001767,SUP031,SITE04,P00017,2022-07-25,2022-09-03,2022-09-03,15,15
PO001768,SUP031,SITE04,P00017,2022-11-28,2023-01-10,2023-01-14,3,2
PO001769,SUP031,SITE04,P00017,2023-02-13,2023-03-24,2023-03-27,5,5
PO001770,SUP031,SITE04,P00017,2023-04-03,2023-05-21,2023-05-20,5,5
PO001771,SUP031,SITE04,P00017,2023-07-31,2023-09-14,2023-09-15,4,4
PO001772,SUP031,SITE04,P00017,2023-09-11,2023-10-26,2023-10-31,3,3
PO001773,SUP031,SITE04,P00017,2023-10-23,2023-12-11,2023-12-10,5,5
PO001774,SUP031,SITE04,P00017,2024-01-08,2024-02-25,2024-02-25,10,10
PO001775,SUP031,SITE04,P00017,2024-01-22,2024-03-04,2024-03-07,8,8
PO001776,SUP031,SITE04,P00017,2024-02-12,2024-04-01,2024-04-09,5,5
PO001777,SUP031,SITE04,P00017,2024-04-15,2024-05-31,2024-06-01,9,9
PO001778,SUP031,SITE04,P00017,2024-09-16,2024-10-27,2024-10-26,25,25
PO001779,SUP031,SITE04,P00017,2024-09-30,2024-11-08,2024-11-06,19,19
PO001780,SUP031,SITE04,P00017,2024-12-16,2025-02-04,2025-02-06,14,14
PO001781,SUP031,SITE05,P00017,2022-02-07,2022-03-25,2022-03-27,8,8
PO001782,SUP031,SITE05,P00017,2022-05-09,2022-06-21,2022-06-18,4,4
PO001783,SUP031,SITE05,P00017,2022-08-15,2022-09-22,2022-09-26,3,3
PO001784,SUP031,SITE05,P00017,2022-12-05,2023-01-24,2023-01-21,6,6
PO001785,SUP031,SITE05,P00017,2023-05-08,2023-06-13,2023-06-17,2,2
PO001786,SUP031,SITE05,P00017,2023-07-31,2023-09-07,2023-09-10,3,3
PO001787,SUP031,SITE05,P00017,2024-02-12,2024-03-28,2024-03-27,12,12
PO001788,SUP031,SITE05,P00017,2024-03-11,2024-04-22,2024-04-27,5,5
PO001789,SUP031,SITE05,P00017,2024-05-13,2024-06-24,2024-06-25,7,7
PO001790,SUP031,SITE06,P00017,2022-02-14,2022-03-25,2022-03-25,13,13
PO001791,SUP031,SITE06,P00017,2022-02-21,2022-04-03,2022-04-04,8,8
PO001792,SUP031,SITE06,P00017,2022-04-04,2022-05-18,2022-05-17,33,33
PO001793,SUP031,SITE06,P00017,2022-04-11,2022-05-23,2022-05-21,22,22
PO001794,SUP031,SITE06,P00017,2022-04-18,2022-06-03,2022-06-01,17,17
PO001795,SUP031,SITE06,P00017,2022-06-06,2022-07-17,2022-07-15,17,17
PO001796,SUP031,SITE06,P00017,2022-06-13,2022-07-28,2022-07-25,4,4
PO001797,SUP031,SITE06,P00017,2022-06-20,2022-07-28,2022-07-26,4,4
PO001798,SUP031,SITE06,P00017,2022-06-27,2022-08-08,2022-08-12,31,31
PO001799,SUP031,SITE06,P00017,2022-08-22,2022-10-08,2022-10-05,8,6
PO001800,SUP031,SITE06,P00017,2022-09-19,2022-11-04,2022-11-01,12,12
PO001801,SUP031,SITE06,P00017,2022-12-12,2023-01-22,2023-01-26,19,19
PO001802,SUP031,SITE06,P00017,2023-01-02,2023-02-16,2023-02-15,19,19
PO001803,SUP031,SITE06,P00017,2023-01-16,2023-02-27,2023-02-24,10,10
PO001804,SUP031,SITE06,P00017,2023-02-06,2023-03-17,2023-03-16,17,17
PO001805,SUP031,SITE06,P00017,2023-03-13,2023-04-24,2023-04-25,14,14
PO001806,SUP031,SITE06,P00017,2023-05-15,2023-06-29,2023-07-03,38,38
PO001807,SUP031,SITE06,P00017,2023-07-31,2023-09-16,2023-09-16,20,20
PO001808,SUP031,SITE06,P00017,2023-12-18,2024-02-02,2024-01-31,8,8
PO001809,SUP031,SITE06,P00017,2024-01-15,2024-02-25,2024-02-26,20,20
PO001810,SUP031,SITE06,P00017,2024-02-19,2024-04-01,2024-04-06,14,14
PO001811,SUP031,SITE06,P00017,2024-03-11,2024-04-19,2024-04-21,12,12
PO001812,SUP031,SITE06,P00017,2024-04-08,2024-05-26,2024-05-27,39,39
PO001813,SUP031,SITE06,P00017,2024-08-19,2024-10-04,2024-10-03,11,11
PO001814,SUP031,SITE06,P00017,2024-09-23,2024-11-05,2024-11-06,23,23
PO001815,SUP031,SITE06,P00017,2024-11-25,2025-01-09,2025-01-14,10,10
PO001816,SUP031,SITE06,P00017,2024-12-09,2025-01-19,2025-01-18,12,12
PO001817,SUP031,SITE06,P00017,2024-12-16,2025-01-29,2025-01-29,12,12
PO001818,SUP027,SITE01,P00018,2022-01-03,2022-02-17,2022-02-20,10,7
PO001819,SUP027,SITE01,P00018,2022-03-14,2022-04-30,2022-05-03,11,11
PO001820,SUP027,SITE01,P00018,2022-04-18,2022-05-27,2022-06-03,7,4
PO001821,SUP027,SITE01,P00018,2022-05-16,2022-06-30,2022-07-06,18,18
PO001822,SUP027,SITE01,P00018,2022-06-06,2022-07-17,2022-07-14,28,28
PO001823,SUP027,SITE01,P00018,2022-07-11,2022-08-22,2022-08-19,15,15
PO001824,SUP027,SITE01,P00018,2022-07-25,2022-08-29,2022-09-03,24,24
PO001825,SUP027,SITE01,P00018,2022-08-08,2022-09-15,2022-09-14,13,13
PO001826,SUP027,SITE01,P00018,2022-08-22,2022-10-07,2022-10-07,14,14
PO001827,SUP027,SITE01,P00018,2022-09-05,2022-10-21,2022-10-28,27,27
PO001828,SUP027,SITE01,P00018,2022-10-10,2022-11-18,2022-11-20,16,16
PO001829,SUP027,SITE01,P00018,2022-10-24,2022-12-11,2022-12-12,37,37
PO001830,SUP027,SITE01,P00018,2022-10-31,2022-12-14,2022-12-16,9,9
PO001831,SUP027,SITE01,P00018,2022-11-14,2023-01-02,2023-01-06,15,15
PO001832,SUP027,SITE01,P00018,2022-12-05,2023-01-22,2023-01-19,17,17
PO001833,SUP027,SITE01,P00018,2023-01-02,2023-02-16,2023-02-16,23,23
PO001834,SUP027,SITE01,P00018,2023-03-13,2023-05-01,2023-04-30,16,15
PO001835,SUP027,SITE01,P00018,2023-05-29,2023-07-16,2023-07-18,31,31
PO001836,SUP027,SITE01,P00018,2023-06-19,2023-08-01,2023-08-05,28,28
PO001837,SUP027,SITE01,P00018,2023-07-03,2023-08-19,2023-08-17,19,19
PO001838,SUP027,SITE01,P00018,2023-07-10,2023-08-23,2023-08-26,26,26
PO001839,SUP027,SITE01,P00018,2023-07-17,2023-08-27,2023-08-24,23,23
PO001840,SUP027,SITE01,P00018,2023-07-31,2023-09-18,2023-09-19,55,55
PO001841,SUP027,SITE01,P00018,2023-08-07,2023-09-14,2023-09-17,15,13
PO001842,SUP027,SITE01,P00018,2023-10-23,2023-12-10,2023-12-15,31,31
PO001843,SUP027,SITE01,P00018,2023-11-13,2024-01-03,2024-01-06,30,30
PO001844,SUP027,SITE01,P00018,2023-12-18,2024-02-01,2024-02-07,28,28
PO001845,SUP027,SITE01,P00018,2024-01-15,2024-03-03,2024-03-07,17,17
PO001846,SUP027,SITE01,P00018,2024-02-12,2024-03-27,2024-04-04,23,23
PO001847,SUP027,SITE01,P00018,2024-03-04,2024-04-14,2024-04-14,12,12
PO001848,SUP027,SITE01,P00018,2024-04-15,2024-05-22,2024-05-22,36,36
PO001849,SUP027,SITE01,P00018,2024-05-06,2024-06-19,2024-06-20,14,14
PO001850,SUP027,SITE01,P00018,2024-06-03,2024-07-12,2024-07-19,28,28
PO001851,SUP027,SITE01,P00018,2024-06-10,2024-07-22,2024-07-20,15,10
PO001852,SUP027,SITE01,P00018,2024-06-17,2024-08-01,2024-08-02,29,29
PO001853,SUP027,SITE02,P00018,2022-05-09,2022-06-24,2022-06-25,17,17
PO001854,SUP027,SITE02,P00018,2022-08-29,2022-10-13,2022-10-17,18,18
PO001855,SUP027,SITE02,P00018,2022-09-05,2022-10-19,2022-10-21,34,34
PO001856,SUP027,SITE02,P00018,2022-10-31,2022-12-17,2022-12-20,10,10
PO001857,SUP027,SITE02,P00018,2022-11-14,2022-12-31,2022-12-28,14,14
PO001858,SUP027,SITE02,P00018,2023-02-06,2023-03-19,2023-03-21,16,16
PO001859,SUP027,SITE02,P00018,2023-02-27,2023-04-10,2023-04-07,31,31
PO001860,SUP027,SITE02,P00018,2023-04-03,2023-05-11,2023-05-10,24,24
PO001861,SUP027,SITE02,P00018,2023-05-01,2023-06-17,2023-06-21,23,23
PO001862,SUP027,SITE02,P00018,2023-05-29,2023-07-15,2023-07-14,35,21
PO001863,SUP027,SITE02,P00018,2023-06-05,2023-07-19,2023-07-23,15,15
PO001864,SUP027,SITE02,P00018,2023-08-07,2023-09-20,2023-09-21,10,10
PO001865,SUP027,SITE02,P00018,2023-09-25,2023-11-05,2023-11-09,17,17
PO001866,SUP027,SITE02,P00018,2023-10-02,2023-11-14,2023-11-14,35,33
PO001867,SUP027,SITE02,P00018,2023-10-16,2023-11-30,2023-12-04,6,5
PO001868,SUP027,SITE02,P00018,2023-11-20,2024-01-09,2024-01-13,8,8
PO001869,SUP027,SITE02,P00018,2023-12-04,2024-01-20,2024-01-23,17,17
PO001870,SUP027,SITE02,P00018,2023-12-11,2024-01-21,2024-01-29,8,8
PO001871,SUP027,SITE02,P00018,2024-01-08,2024-02-26,2024-02-29,8,8
PO001872,SUP027,SITE02,P00018,2024-03-18,2024-04-29,2024-04-27,11,11
PO001873,SUP027,SITE02,P00018,2024-03-25,2024-05-06,2024-05-04,16,16
PO001874,SUP027,SITE02,P00018,2024-04-01,2024-05-16,2024-05-18,27,23
PO001875,SUP027,SITE02,P00018,2024-04-15,2024-05-26,2024-05-27,12,10
PO001876,SUP027,SITE02,P00018,2024-04-22,2024-06-07,2024-06-09,60,60
PO001877,SUP027,SITE02,P00018,2024-05-13,2024-06-24,2024-06-25,11,10
PO001878,SUP027,SITE02,P00018,2024-05-20,2024-07-05,2024-07-07,8,8
PO001879,SUP027,SITE02,P00018,2024-06-17,2024-07-23,2024-07-23,15,15
PO001880,SUP027,SITE02,P00018,2024-06-24,2024-08-08,2024-08-10,26,26
PO001881,SUP027,SITE02,P00018,2024-07-29,2024-09-15,2024-09-20,40,40
PO001882,SUP027,SITE02,P00018,2024-08-05,2024-09-14,2024-09-16,7,7
PO001883,SUP027,SITE02,P00018,2024-08-26,2024-09-29,2024-10-03,19,19
PO001884,SUP027,SITE02,P00018,2024-09-09,2024-10-26,2024-10-26,19,18
PO001885,SUP027,SITE02,P00018,2024-09-16,2024-11-01,2024-10-31,7,7
PO001886,SUP027,SITE02,P00018,2024-10-14,2024-11-23,2024-11-24,18,11
PO001887,SUP027,SITE02,P00018,2024-11-25,2025-01-13,2025-01-17,34,29
PO001888,SUP027,SITE03,P00018,2022-01-03,2022-02-13,2022-02-16,13,13
PO001889,SUP027,SITE03,P00018,2022-03-28,2022-05-08,2022-05-10,10,9
PO001890,SUP027,SITE03,P00018,2022-04-11,2022-05-28,2022-06-03,7,7
PO001891,SUP027,SITE03,P00018,2022-05-02,2022-06-15,2022-06-14,5,5
PO001892,SUP027,SITE03,P00018,2022-09-05,2022-10-18,2022-10-22,11,9
PO001893,SUP027,SITE03,P00018,2022-09-26,2022-11-11,2022-11-13,33,33
PO001894,SUP027,SITE03,P00018,2022-11-21,2023-01-04,2023-01-09,8,8
PO001895,SUP027,SITE03,P00018,2023-01-30,2023-03-13,2023-03-13,7,6
PO001896,SUP027,SITE03,P00018,2023-02-20,2023-04-05,2023-04-08,19,19
PO001897,SUP027,SITE03,P00018,2023-03-20,2023-04-28,2023-05-03,7,7
PO001898,SUP027,SITE03,P00018,2023-04-10,2023-05-28,2023-05-28,10,10
PO001899,SUP027,SITE03,P00018,2023-05-01,2023-06-14,2023-06-19,18,15
PO001900,SUP027,SITE03,P00018,2023-05-22,2023-07-06,2023-07-10,7,7
PO001901,SUP027,SITE03,P00018,2023-06-19,2023-08-07,2023-08-09,18,18
PO001902,SUP027,SITE03,P00018,2023-07-03,2023-08-19,2023-08-19,24,24
PO001903,SUP027,SITE03,P00018,2023-07-17,2023-08-26,2023-08-25,27,27
PO001904,SUP027,SITE03,P00018,2023-10-09,2023-11-18,2023-11-18,21,21
PO001905,SUP027,SITE03,P00018,2023-11-13,2023-12-24,2023-12-21,8,8
PO001906,SUP027,SITE03,P00018,2023-11-20,2023-12-27,2023-12-31,16,16
PO001907,SUP027,SITE03,P00018,2024-02-05,2024-03-19,2024-03-16,12,12
PO001908,SUP027,SITE03,P00018,2024-03-04,2024-04-09,2024-04-10,13,13
PO001909,SUP027,SITE03,P00018,2024-04-08,2024-05-22,2024-05-26,10,10
PO001910,SUP027,SITE03,P00018,2024-05-27,2024-07-13,2024-07-17,12,10
PO001911,SUP027,SITE03,P00018,2024-07-01,2024-08-11,2024-08-10,12,12
PO001912,SUP027,SITE03,P00018,2024-08-05,2024-09-15,2024-09-16,14,14
PO001913,SUP027,SITE03,P00018,2024-10-14,2024-11-26,2024-11-27,13,13
PO001914,SUP027,SITE03,P00018,2024-10-21,2024-12-01,2024-12-03,24,24
PO001915,SUP027,SITE03,P00018,2024-11-04,2024-12-18,2024-12-18,6,4
PO001916,SUP027,SITE04,P00018,2022-01-24,2022-03-03,2022-03-08,45,45
PO001917,SUP027,SITE04,P00018,2022-02-14,2022-03-31,2022-04-01,43,43
PO001918,SUP027,SITE04,P00018,2022-02-21,2022-04-09,2022-04-09,86,86
PO001919,SUP027,SITE04,P00018,2022-02-28,2022-04-14,2022-04-15,26,20
PO001920,SUP027,SITE04,P00018,2022-03-14,2022-04-27,2022-04-29,35,35
PO001921,SUP027,SITE04,P00018,2022-03-21,2022-05-05,2022-05-02,65,65
PO001922,SUP027,SITE04,P00018,2022-05-23,2022-07-10,2022-07-14,48,48
PO001923,SUP027,SITE04,P00018,2022-06-27,2022-08-09,2022-08-13,40,40
PO001924,SUP027,SITE04,P00018,2022-10-31,2022-12-22,2022-12-25,45,45
PO001925,SUP027,SITE04,P00018,2022-11-07,2022-12-27,2022-12-30,26,26
PO001926,SUP027,SITE04,P00018,2022-12-05,2023-01-17,2023-01-26,47,31
PO001927,SUP027,SITE04,P00018,2022-12-12,2023-01-24,2023-01-23,44,44
PO001928,SUP027,SITE04,P00018,2023-01-23,2023-03-12,2023-03-15,35,35
PO001929,SUP027,SITE04,P00018,2023-02-13,2023-03-30,2023-04-02,160,160
PO001930,SUP027,SITE04,P00018,2023-02-27,2023-04-14,2023-04-18,55,55
PO001931,SUP027,SITE04,P00018,2023-03-06,2023-04-20,2023-04-24,31,31
PO001932,SUP027,SITE04,P00018,2023-03-27,2023-05-10,2023-05-19,29,23
PO001933,SUP027,SITE04,P00018,2023-04-24,2023-06-10,2023-06-13,80,80
PO001934,SUP027,SITE04,P00018,2023-07-17,2023-08-27,2023-08-28,66,66
PO001935,SUP027,SITE04,P00018,2023-08-07,2023-09-17,2023-09-19,23,23
PO001936,SUP027,SITE04,P00018,2023-09-04,2023-10-17,2023-10-18,16,16
PO001937,SUP027,SITE04,P00018,2023-10-02,2023-11-12,2023-11-14,29,29
PO001938,SUP027,SITE04,P00018,2023-11-27,2024-01-02,2024-01-06,65,65
PO001939,SUP027,SITE04,P00018,2023-12-11,2024-01-26,2024-01-28,51,51
PO001940,SUP027,SITE04,P00018,2024-02-26,2024-04-07,2024-04-06,53,53
PO001941,SUP027,SITE04,P00018,2024-03-04,2024-04-16,2024-04-18,42,42
PO001942,SUP027,SITE04,P00018,2024-04-01,2024-05-18,2024-05-17,61,61
PO001943,SUP027,SITE04,P00018,2024-04-29,2024-06-18,2024-06-23,16,16
PO001944,SUP027,SITE04,P00018,2024-06-03,2024-07-14,2024-07-14,28,28
PO001945,SUP027,SITE04,P00018,2024-07-15,2024-08-30,2024-09-04,20,20
PO001946,SUP027,SITE04,P00018,2024-07-29,2024-09-06,2024-09-09,19,19
PO001947,SUP027,SITE04,P00018,2024-08-19,2024-10-04,2024-10-07,35,35
PO001948,SUP027,SITE04,P00018,2024-08-26,2024-10-07,2024-10-12,21,21
PO001949,SUP027,SITE04,P00018,2024-12-02,2025-01-06,2025-01-06,28,28
PO001950,SUP027,SITE04,P00018,2024-12-16,2025-01-28,2025-01-29,30,30
PO001951,SUP027,SITE05,P00018,2022-01-17,2022-03-06,2022-03-08,6,6
PO001952,SUP027,SITE05,P00018,2022-01-31,2022-03-18,2022-03-19,16,16
PO001953,SUP027,SITE05,P00018,2022-02-28,2022-04-07,2022-04-11,12,12
PO001954,SUP027,SITE05,P00018,2022-04-04,2022-05-27,2022-05-28,4,4
PO001955,SUP027,SITE05,P00018,2022-04-25,2022-06-10,2022-06-14,30,30
PO001956,SUP027,SITE05,P00018,2022-05-16,2022-07-02,2022-07-05,10,10
PO001957,SUP027,SITE05,P00018,2022-06-13,2022-07-19,2022-07-23,11,11
PO001958,SUP027,SITE05,P00018,2022-08-08,2022-09-20,2022-09-22,19,13
PO001959,SUP027,SITE05,P00018,2022-09-12,2022-10-28,2022-10-25,18,18
PO001960,SUP027,SITE05,P00018,2022-09-19,2022-11-01,2022-11-02,31,31
PO001961,SUP027,SITE05,P00018,2022-10-10,2022-11-22,2022-11-21,21,21
PO001962,SUP027,SITE05,P00018,2022-10-24,2022-12-06,2022-12-05,31,31
PO001963,SUP027,SITE05,P00018,2022-11-07,2022-12-21,2023-01-03,25,25
PO001964,SUP027,SITE05,P00018,2022-11-28,2023-01-09,2023-01-11,34,34
PO001965,SUP027,SITE05,P00018,2022-12-05,2023-01-17,2023-01-15,24,24
PO001966,SUP027,SITE05,P00018,2023-01-30,2023-03-19,2023-03-17,25,25
PO001967,SUP027,SITE05,P00018,2023-04-10,2023-05-14,2023-05-19,25,25
PO001968,SUP027,SITE05,P00018,2023-04-24,2023-06-07,2023-06-13,27,27
PO001969,SUP027,SITE05,P00018,2023-06-12,2023-07-22,2023-07-26,12,12
PO001970,SUP027,SITE05,P00018,2023-07-17,2023-08-28,2023-09-01,17,17
PO001971,SUP027,SITE05,P00018,2023-08-07,2023-09-24,2023-09-27,20,20
PO001972,SUP027,SITE05,P00018,2023-09-04,2023-10-10,2023-10-11,37,37
PO001973,SUP027,SITE05,P00018,2023-11-13,2023-12-29,2023-12-26,18,18
PO001974,SUP027,SITE05,P00018,2023-11-27,2024-01-18,2024-01-22,26,26
PO001975,SUP027,SITE05,P00018,2024-04-15,2024-05-26,2024-05-26,23,23
PO001976,SUP027,SITE05,P00018,2024-04-22,2024-06-04,2024-06-04,70,70
PO001977,SUP027,SITE05,P00018,2024-05-20,2024-07-01,2024-06-30,12,12
PO001978,SUP027,SITE05,P00018,2024-06-03,2024-07-11,2024-07-09,19,14
PO001979,SUP027,SITE05,P00018,2024-06-17,2024-08-02,2024-08-04,10,10
PO001980,SUP027,SITE05,P00018,2024-07-01,2024-08-14,2024-08-17,9,9
PO001981,SUP027,SITE05,P00018,2024-09-30,2024-11-12,2024-11-11,22,16
PO001982,SUP027,SITE05,P00018,2024-10-14,2024-11-27,2024-12-02,10,10
PO001983,SUP027,SITE05,P00018,2024-11-04,2024-12-19,2024-12-21,17,17
PO001984,SUP027,SITE05,P00018,2024-11-18,2025-01-07,2025-01-11,14,14
PO001985,SUP027,SITE05,P00018,2024-12-16,2025-01-29,2025-01-30,23,23
PO001986,SUP027,SITE06,P00018,2022-02-07,2022-03-24,2022-03-21,47,40
PO001987,SUP027,SITE06,P00018,2022-04-11,2022-05-22,2022-05-29,59,59
PO001988,SUP027,SITE06,P00018,2022-05-23,2022-07-13,2022-07-17,28,28
PO001989,SUP027,SITE06,P00018,2022-07-04,2022-08-17,2022-08-22,36,36
PO001990,SUP027,SITE06,P00018,2022-07-11,2022-08-20,2022-08-20,51,51
PO001991,SUP027,SITE06,P00018,2022-08-01,2022-09-06,2022-09-15,65,52
PO001992,SUP027,SITE06,P00018,2022-08-22,2022-10-05,2022-10-06,26,26
PO001993,SUP027,SITE06,P00018,2022-09-19,2022-11-06,2022-11-07,85,85
PO001994,SUP027,SITE06,P00018,2022-10-31,2022-12-09,2022-12-14,36,36
PO001995,SUP027,SITE06,P00018,2022-11-21,2023-01-04,2023-01-02,14,12
PO001996,SUP027,SITE06,P00018,2022-11-28,2023-01-16,2023-01-16,28,28
PO001997,SUP027,SITE06,P00018,2022-12-26,2023-02-10,2023-02-14,55,55
PO001998,SUP027,SITE06,P00018,2023-02-20,2023-04-06,2023-04-05,72,45
PO001999,SUP027,SITE06,P00018,2023-03-20,2023-05-04,2023-05-02,8,6
PO002000,SUP027,SITE06,P00018,2023-04-24,2023-06-10,2023-06-18,126,126
PO002001,SUP027,SITE06,P00018,2023-06-19,2023-07-31,2023-07-29,59,59
PO002002,SUP027,SITE06,P00018,2023-06-26,2023-08-10,2023-08-11,52,42
PO002003,SUP027,SITE06,P00018,2023-07-03,2023-08-14,2023-08-15,39,32
PO002004,SUP027,SITE06,P00018,2023-07-24,2023-09-07,2023-09-10,46,46
PO002005,SUP027,SITE06,P00018,2023-08-07,2023-09-20,2023-09-21,27,27
PO002006,SUP027,SITE06,P00018,2023-09-11,2023-10-30,2023-10-27,33,33
PO002007,SUP027,SITE06,P00018,2023-10-02,2023-11-16,2023-11-18,26,26
PO002008,SUP027,SITE06,P00018,2023-10-09,2023-11-23,2023-11-20,18,18
PO002009,SUP027,SITE06,P00018,2023-12-11,2024-01-25,2024-01-29,35,35
PO002010,SUP027,SITE06,P00018,2024-01-22,2024-03-08,2024-03-08,20,20
PO002011,SUP027,SITE06,P00018,2024-05-13,2024-06-23,2024-06-26,54,54
PO002012,SUP027,SITE06,P00018,2024-06-03,2024-07-17,2024-07-21,42,42
PO002013,SUP027,SITE06,P00018,2024-06-17,2024-08-05,2024-08-06,30,30
PO002014,SUP027,SITE06,P00018,2024-09-02,2024-10-15,2024-10-17,35,28
PO002015,SUP027,SITE06,P00018,2024-09-09,2024-10-22,2024-10-25,14,11
PO002016,SUP027,SITE06,P00018,2024-10-21,2024-12-07,2024-12-12,31,31
PO002017,SUP027,SITE06,P00018,2024-10-28,2024-12-19,2024-12-22,28,24
PO002018,SUP027,SITE06,P00018,2024-11-11,2024-12-29,2024-12-28,18,18
PO002019,SUP027,SITE06,P00018,2024-11-18,2024-12-28,2024-12-27,51,51
PO002020,SUP027,SITE06,P00018,2024-11-25,2025-01-06,2025-01-07,13,13
PO002021,SUP007,SITE01,P00019,2022-02-28,2022-04-01,2022-03-30,4,4
PO002022,SUP007,SITE01,P00019,2022-06-20,2022-07-29,2022-08-02,9,9
PO002023,SUP007,SITE01,P00019,2022-08-22,2022-09-27,2022-09-27,12,12
PO002024,SUP007,SITE01,P00019,2022-10-24,2022-11-25,2022-12-01,6,6
PO002025,SUP007,SITE01,P00019,2022-12-26,2023-01-28,2023-01-27,11,11
PO002026,SUP007,SITE01,P00019,2023-01-16,2023-02-17,2023-02-18,10,10
PO002027,SUP007,SITE01,P00019,2023-03-06,2023-04-09,2023-04-08,10,10
PO002028,SUP007,SITE01,P00019,2023-03-27,2023-04-27,2023-04-30,4,3
PO002029,SUP007,SITE01,P00019,2023-09-11,2023-10-15,2023-10-13,12,12
