date,site_id,part_id,planned_maintenance,consumption_qty,on_hand_qty,backorder_qty,blocked_qty,forecast_qty,forecast_type,forecast_uplift_pct
2022-11-28,SITE01,P00022,True,1,14,0,0,1,Baseline,0.0
2022-12-05,SITE01,P00022,False,0,14,0,0,1,Baseline,0.0
2022-12-12,SITE01,P00022,True,1,13,0,0,1,Baseline,0.0
2022-12-19,SITE01,P00022,False,1,12,0,0,1,Adjusted,0.399
2022-12-26,SITE01,P00022,True,0,12,0,0,0,Adjusted,0.077
2023-01-02,SITE01,P00022,False,1,15,0,0,1,Baseline,0.0
2023-01-09,SITE01,P00022,False,0,15,0,0,1,Baseline,0.0
2023-01-16,SITE01,P00022,False,1,14,0,0,1,Baseline,0.0
2023-01-23,SITE01,P00022,True,0,14,0,0,1,Adjusted,0.363
2023-01-30,SITE01,P00022,False,1,13,0,0,1,Baseline,0.0
2023-02-06,SITE01,P00022,True,0,13,0,0,0,Adjusted,-0.237
2023-02-13,SITE01,P00022,True,0,13,0,0,0,Baseline,0.0
2023-02-20,SITE01,P00022,False,0,13,0,0,0,Adjusted,0.337
2023-02-27,SITE01,P00022,False,1,12,0,0,0,Baseline,0.0
2023-03-06,SITE01,P00022,True,0,12,0,0,0,Baseline,0.0
2023-03-13,SITE01,P00022,True,0,12,0,0,0,Baseline,0.0
2023-03-20,SITE01,P00022,True,1,18,0,0,0,Adjusted,0.38
2023-03-27,SITE01,P00022,True,0,18,0,0,0,Baseline,0.0
2023-04-03,SITE01,P00022,True,1,17,0,0,0,Adjusted,-0.121
2023-04-10,SITE01,P00022,False,0,17,0,0,0,Baseline,0.0
2023-04-17,SITE01,P00022,False,0,17,0,0,0,Baseline,0.0
2023-04-24,SITE01,P00022,False,0,17,0,0,0,Baseline,0.0
2023-05-01,SITE01,P00022,True,2,15,0,0,0,Adjusted,-0.143
2023-05-08,SITE01,P00022,True,0,15,0,0,1,Baseline,0.0
2023-05-15,SITE01,P00022,False,0,15,0,0,0,Baseline,0.0
2023-05-22,SITE01,P00022,False,1,14,0,0,1,Baseline,0.0
2023-05-29,SITE01,P00022,False,2,12,0,0,1,Baseline,0.0
2023-06-05,SITE01,P00022,True,1,17,0,0,1,Adjusted,0.187
2023-06-12,SITE01,P00022,True,0,17,0,0,1,Baseline,0.0
2023-06-19,SITE01,P00022,False,0,17,0,0,1,Baseline,0.0
2023-06-26,SITE01,P00022,False,1,16,0,0,1,Baseline,0.0
2023-07-03,SITE01,P00022,False,0,16,0,0,1,Adjusted,0.173
2023-07-10,SITE01,P00022,True,1,15,0,0,1,Baseline,0.0
2023-07-17,SITE01,P00022,True,1,14,0,0,1,Baseline,0.0
2023-07-24,SITE01,P00022,False,1,13,0,0,1,Baseline,0.0
2023-07-31,SITE01,P00022,False,1,12,0,0,1,Adjusted,0.254
2023-08-07,SITE01,P00022,False,0,12,0,0,1,Baseline,0.0
2023-08-14,SITE01,P00022,False,0,12,0,0,1,Baseline,0.0
2023-08-21,SITE01,P00022,False,1,11,0,0,1,Baseline,0.0
2023-08-28,SITE01,P00022,True,0,11,0,0,1,Baseline,0.0
2023-09-04,SITE01,P00022,False,1,10,0,0,1,Baseline,0.0
2023-09-11,SITE01,P00022,False,0,17,0,0,0,Baseline,0.0
2023-09-18,SITE01,P00022,True,1,16,0,0,1,Adjusted,0.136
2023-09-25,SITE01,P00022,True,0,16,0,0,0,Adjusted,0.214
2023-10-02,SITE01,P00022,True,0,16,0,0,0,Baseline,0.0
2023-10-09,SITE01,P00022,True,0,16,0,0,0,Adjusted,0.215
2023-10-16,SITE01,P00022,False,0,16,0,0,0,Baseline,0.0
2023-10-23,SITE01,P00022,False,0,16,0,0,0,Baseline,0.0
2023-10-30,SITE01,P00022,True,0,16,0,0,0,Baseline,0.0
2023-11-06,SITE01,P00022,True,1,15,0,0,0,Adjusted,-0.205
2023-11-13,SITE01,P00022,False,0,15,0,0,0,Baseline,0.0
2023-11-20,SITE01,P00022,True,1,14,0,0,0,Baseline,0.0
2023-11-27,SITE01,P00022,False,0,14,0,0,0,Baseline,0.0
2023-12-04,SITE01,P00022,False,0,14,0,0,0,Adjusted,0.157
2023-12-11,SITE01,P00022,True,1,13,0,0,0,Baseline,0.0
2023-12-18,SITE01,P00022,False,0,13,0,0,0,Baseline,0.0
2023-12-25,SITE01,P00022,False,0,13,0,0,0,Baseline,0.0
2024-01-01,SITE01,P00022,False,0,13,0,0,0,Baseline,0.0
2024-01-08,SITE01,P00022,True,1,12,0,0,0,Baseline,0.0
2024-01-15,SITE01,P00022,False,2,10,0,0,1,Adjusted,0.401
2024-01-22,SITE01,P00022,True,1,9,0,0,1,Baseline,0.0
2024-01-29,SITE01,P00022,False,0,16,0,0,1,Baseline,0.0
2024-02-05,SITE01,P00022,True,1,15,0,0,1,Baseline,0.0
2024-02-12,SITE01,P00022,True,0,15,0,0,1,Baseline,0.0
2024-02-19,SITE01,P00022,False,1,14,0,0,1,Baseline,0.0
2024-02-26,SITE01,P00022,False,3,20,0,0,1,Adjusted,0.312
2024-03-04,SITE01,P00022,False,1,19,0,0,1,Baseline,0.0
2024-03-11,SITE01,P00022,False,2,17,0,0,1,Baseline,0.0
2024-03-18,SITE01,P00022,False,0,17,0,0,1,Baseline,0.0
2024-03-25,SITE01,P00022,False,2,15,0,0,1,Baseline,0.0
2024-04-01,SITE01,P00022,True,2,13,0,0,1,Baseline,0.0
2024-04-08,SITE01,P00022,False,0,13,0,0,1,Baseline,0.0
2024-04-15,SITE01,P00022,True,0,13,0,0,1,Baseline,0.0
2024-04-22,SITE01,P00022,False,0,13,0,0,1,Baseline,0.0
2024-04-29,SITE01,P00022,True,1,12,0,0,1,Adjusted,0.314
2024-05-06,SITE01,P00022,True,0,12,0,0,1,Baseline,0.0
2024-05-13,SITE01,P00022,False,0,12,0,0,1,Baseline,0.0
2024-05-20,SITE01,P00022,True,0,12,0,0,0,Baseline,0.0
2024-05-27,SITE01,P00022,False,2,10,0,0,0,Baseline,0.0
2024-06-03,SITE01,P00022,False,0,16,0,0,0,Baseline,0.0
2024-06-10,SITE01,P00022,False,0,16,0,0,0,Baseline,0.0
2024-06-17,SITE01,P00022,False,2,14,0,0,1,Adjusted,0.356
2024-06-24,SITE01,P00022,True,1,13,0,0,1,Baseline,0.0
2024-07-01,SITE01,P00022,True,0,13,0,0,0,Adjusted,-0.225
2024-07-08,SITE01,P00022,True,1,12,0,0,1,Baseline,0.0
2024-07-15,SITE01,P00022,True,2,17,0,0,1,Baseline,0.0
2024-07-22,SITE01,P00022,False,3,14,0,0,1,Baseline,0.0
2024-07-29,SITE01,P00022,True,0,14,0,0,1,Baseline,0.0
2024-08-05,SITE01,P00022,False,0,14,0,0,1,Baseline,0.0
2024-08-12,SITE01,P00022,False,0,14,0,0,1,Baseline,0.0
2024-08-19,SITE01,P00022,True,0,14,0,0,1,Adjusted,0.19
2024-08-26,SITE01,P00022,True,2,12,0,0,1,Baseline,0.0
2024-09-02,SITE01,P00022,True,0,12,0,0,1,Adjusted,0.225
2024-09-09,SITE01,P00022,False,0,12,0,0,1,Baseline,0.0
2024-09-16,SITE01,P00022,True,1,11,0,0,0,Baseline,0.0
2024-09-23,SITE01,P00022,False,0,11,0,0,0,Baseline,0.0
2024-09-30,SITE01,P00022,True,1,10,0,0,0,Baseline,0.0
2024-10-07,SITE01,P00022,False,2,8,0,0,1,Adjusted,0.225
2024-10-14,SITE01,P00022,True,1,15,0,0,1,Adjusted,0.087
2024-10-21,SITE01,P00022,True,3,12,0,0,1,Baseline,0.0
2024-10-28,SITE01,P00022,False,3,13,0,0,1,Adjusted,-0.165
2024-11-04,SITE01,P00022,True,0,13,0,0,2,Adjusted,0.39
2024-11-11,SITE01,P00022,True,2,19,0,0,1,Baseline,0.0
2024-11-18,SITE01,P00022,True,1,18,0,0,2,Baseline,0.0
2024-11-25,SITE01,P00022,True,0,18,0,0,1,Adjusted,-0.21
2024-12-02,SITE01,P00022,False,1,17,0,0,1,Baseline,0.0
2024-12-09,SITE01,P00022,False,4,13,0,0,2,Baseline,0.0
2024-12-16,SITE01,P00022,True,2,16,0,0,2,Baseline,0.0
2024-12-23,SITE01,P00022,True,0,16,0,0,1,Adjusted,-0.129
2022-01-03,SITE01,P00023,True,1,16,0,0,1,Baseline,0.0
2022-01-10,SITE01,P00023,False,0,16,0,0,1,Baseline,0.0
2022-01-17,SITE01,P00023,False,0,16,0,0,0,Adjusted,0.262
2022-01-24,SITE01,P00023,False,1,15,0,0,0,Baseline,0.0
2022-01-31,SITE01,P00023,False,1,14,0,0,1,Baseline,0.0
2022-02-07,SITE01,P00023,False,1,13,0,0,1,Baseline,0.0
2022-02-14,SITE01,P00023,True,1,12,0,0,1,Adjusted,0.274
2022-02-21,SITE01,P00023,True,1,11,0,0,1,Baseline,0.0
2022-02-28,SITE01,P00023,True,1,10,0,0,1,Adjusted,-0.143
2022-03-07,SITE01,P00023,False,0,10,0,0,1,Baseline,0.0
2022-03-14,SITE01,P00023,True,0,10,0,0,1,Adjusted,0.091
2022-03-21,SITE01,P00023,False,0,10,0,0,1,Adjusted,0.123
2022-03-28,SITE01,P00023,False,1,9,0,0,1,Adjusted,0.323
2022-04-04,SITE01,P00023,True,1,16,0,0,1,Baseline,0.0
2022-04-11,SITE01,P00023,False,0,16,0,0,1,Baseline,0.0
2022-04-18,SITE01,P00023,True,1,15,0,0,1,Baseline,0.0
2022-04-25,SITE01,P00023,True,0,15,0,0,0,Baseline,0.0
2022-05-02,SITE01,P00023,False,3,12,0,0,1,Adjusted,0.154
2022-05-09,SITE01,P00023,True,1,11,0,0,1,Baseline,0.0
2022-05-16,SITE01,P00023,True,2,9,0,0,1,Adjusted,-0.112
2022-05-23,SITE01,P00023,True,0,9,0,0,1,Baseline,0.0
2022-05-30,SITE01,P00023,True,0,9,0,0,1,Baseline,0.0
2022-06-06,SITE01,P00023,True,1,8,0,0,1,Adjusted,-0.217
2022-06-13,SITE01,P00023,True,1,12,0,0,1,Baseline,0.0
2022-06-20,SITE01,P00023,True,0,12,0,0,1,Baseline,0.0
2022-06-27,SITE01,P00023,False,4,8,0,0,1,Adjusted,-0.164
2022-07-04,SITE01,P00023,True,0,13,0,0,1,Baseline,0.0
2022-07-11,SITE01,P00023,True,0,13,0,0,1,Adjusted,-0.152
2022-07-18,SITE01,P00023,True,0,13,0,0,1,Adjusted,0.126
2022-07-25,SITE01,P00023,False,0,13,0,0,1,Adjusted,0.28
2022-08-01,SITE01,P00023,True,0,13,0,0,1,Baseline,0.0
2022-08-08,SITE01,P00023,True,0,13,0,0,1,Adjusted,0.115
2022-08-15,SITE01,P00023,True,1,12,0,0,1,Baseline,0.0
2022-08-22,SITE01,P00023,False,0,12,0,0,0,Baseline,0.0
2022-08-29,SITE01,P00023,False,1,11,0,0,0,Baseline,0.0
2022-09-05,SITE01,P00023,True,0,11,0,0,0,Baseline,0.0
2022-09-12,SITE01,P00023,True,1,10,0,0,0,Baseline,0.0
2022-09-19,SITE01,P00023,False,3,7,0,0,1,Adjusted,0.179
2022-09-26,SITE01,P00023,True,0,7,0,0,1,Baseline,0.0
2022-10-03,SITE01,P00023,True,0,7,0,0,1,Baseline,0.0
2022-10-10,SITE01,P00023,True,1,6,0,0,1,Adjusted,-0.054
2022-10-17,SITE01,P00023,False,3,3,0,0,1,Baseline,0.0
2022-10-24,SITE01,P00023,True,2,1,0,0,1,Baseline,0.0
2022-10-31,SITE01,P00023,False,2,7,1,0,1,Baseline,0.0
2022-11-07,SITE01,P00023,True,0,14,0,0,1,Baseline,0.0
2022-11-14,SITE01,P00023,True,2,12,0,0,1,Baseline,0.0
2022-11-21,SITE01,P00023,True,0,12,0,0,1,Baseline,0.0
2022-11-28,SITE01,P00023,False,0,12,0,0,1,Baseline,0.0
2022-12-05,SITE01,P00023,False,1,11,0,0,1,Baseline,0.0
2022-12-12,SITE01,P00023,True,0,11,0,0,1,Baseline,0.0
2022-12-19,SITE01,P00023,True,0,11,0,0,1,Baseline,0.0
2022-12-26,SITE01,P00023,True,0,11,0,0,0,Adjusted,0.125
2023-01-02,SITE01,P00023,False,0,11,0,0,0,Adjusted,0.239
2023-01-09,SITE01,P00023,True,0,11,0,0,0,Baseline,0.0
2023-01-16,SITE01,P00023,True,0,11,0,0,0,Baseline,0.0
2023-01-23,SITE01,P00023,False,0,11,0,0,0,Baseline,0.0
2023-01-30,SITE01,P00023,True,1,10,0,0,0,Baseline,0.0
2023-02-06,SITE01,P00023,True,3,7,0,0,1,Adjusted,0.173
2023-02-13,SITE01,P00023,True,0,7,0,0,0,Baseline,0.0
2023-02-20,SITE01,P00023,False,1,9,0,0,1,Baseline,0.0
2023-02-27,SITE01,P00023,False,0,9,0,0,1,Baseline,0.0
2023-03-06,SITE01,P00023,False,1,8,0,0,1,Baseline,0.0
2023-03-13,SITE01,P00023,False,0,16,0,0,1,Baseline,0.0
2023-03-20,SITE01,P00023,True,0,16,0,0,1,Baseline,0.0
2023-03-27,SITE01,P00023,True,0,16,0,0,1,Baseline,0.0
2023-04-03,SITE01,P00023,True,1,15,0,0,1,Adjusted,0.376
2023-04-10,SITE01,P00023,False,1,14,0,0,0,Baseline,0.0
2023-04-17,SITE01,P00023,True,0,14,0,0,0,Baseline,0.0
2023-04-24,SITE01,P00023,True,0,14,0,0,0,Baseline,0.0
2023-05-01,SITE01,P00023,False,0,14,0,0,0,Baseline,0.0
2023-05-08,SITE01,P00023,True,2,12,0,0,0,Baseline,0.0
2023-05-15,SITE01,P00023,False,0,12,0,0,0,Baseline,0.0
2023-05-22,SITE01,P00023,True,1,11,0,0,1,Baseline,0.0
2023-05-29,SITE01,P00023,False,0,11,0,0,1,Baseline,0.0
2023-06-05,SITE01,P00023,True,0,11,0,0,0,Baseline,0.0
2023-06-12,SITE01,P00023,True,0,11,0,0,0,Adjusted,0.256
2023-06-19,SITE01,P00023,False,0,11,0,0,0,Adjusted,0.069
2023-06-26,SITE01,P00023,True,1,10,0,0,1,Baseline,0.0
2023-07-03,SITE01,P00023,False,1,9,0,0,0,Baseline,0.0
2023-07-10,SITE01,P00023,False,0,9,0,0,0,Adjusted,-0.05
2023-07-17,SITE01,P00023,True,2,13,0,0,1,Adjusted,0.083
2023-07-24,SITE01,P00023,True,1,12,0,0,1,Baseline,0.0
2023-07-31,SITE01,P00023,False,0,12,0,0,1,Baseline,0.0
2023-08-07,SITE01,P00023,False,0,12,0,0,1,Baseline,0.0
2023-08-14,SITE01,P00023,True,0,12,0,0,1,Baseline,0.0
2023-08-21,SITE01,P00023,True,0,12,0,0,0,Baseline,0.0
2023-08-28,SITE01,P00023,False,0,12,0,0,0,Adjusted,0.161
2023-09-04,SITE01,P00023,True,1,11,0,0,0,Baseline,0.0
2023-09-11,SITE01,P00023,True,1,10,0,0,0,Adjusted,0.309
2023-09-18,SITE01,P00023,False,0,10,0,0,0,Baseline,0.0
2023-09-25,SITE01,P00023,True,0,10,0,0,0,Baseline,0.0
2023-10-02,SITE01,P00023,True,0,10,0,0,0,Baseline,0.0
2023-10-09,SITE01,P00023,True,1,9,0,0,1,Adjusted,0.293
2023-10-16,SITE01,P00023,False,0,9,0,0,0,Baseline,0.0
2023-10-23,SITE01,P00023,False,0,9,0,0,0,Baseline,0.0
2023-10-30,SITE01,P00023,False,0,9,0,0,0,Baseline,0.0
2023-11-06,SITE01,P00023,True,1,8,0,0,0,Baseline,0.0
2023-11-13,SITE01,P00023,True,0,11,0,0,0,Adjusted,0.388
2023-11-20,SITE01,P00023,True,1,10,0,0,0,Adjusted,-0.099
2023-11-27,SITE01,P00023,True,0,10,0,0,0,Adjusted,-0.071
2023-12-04,SITE01,P00023,True,0,10,0,0,0,Adjusted,0.338
2023-12-11,SITE01,P00023,True,0,10,0,0,0,Baseline,0.0
2023-12-18,SITE01,P00023,True,1,9,0,0,0,Baseline,0.0
2023-12-25,SITE01,P00023,True,1,8,0,0,1,Baseline,0.0
2024-01-01,SITE01,P00023,True,2,10,0,0,1,Adjusted,0.164
2024-01-08,SITE01,P00023,True,1,9,0,0,1,Baseline,0.0
2024-01-15,SITE01,P00023,False,2,13,0,0,1,Adjusted,0.148
2024-01-22,SITE01,P00023,False,0,13,0,0,1,Baseline,0.0
2024-01-29,SITE01,P00023,True,1,12,0,0,1,Baseline,0.0
2024-02-05,SITE01,P00023,True,1,11,0,0,1,Baseline,0.0
2024-02-12,SITE01,P00023,False,0,11,0,0,1,Baseline,0.0
2024-02-19,SITE01,P00023,True,1,10,0,0,1,Adjusted,0.405
2024-02-26,SITE01,P00023,False,4,6,0,0,1,Baseline,0.0
2024-03-04,SITE01,P00023,True,0,13,0,0,1,Baseline,0.0
2024-03-11,SITE01,P00023,False,4,9,0,0,1,Baseline,0.0
2024-03-18,SITE01,P00023,True,1,8,0,0,1,Adjusted,-0.183
2024-03-25,SITE01,P00023,False,1,7,0,0,1,Adjusted,-0.062
2024-04-01,SITE01,P00023,False,0,14,0,0,1,Baseline,0.0
2024-04-08,SITE01,P00023,False,3,11,0,0,2,Baseline,0.0
2024-04-15,SITE01,P00023,False,2,9,0,0,2,Baseline,0.0
2024-04-22,SITE01,P00023,True,1,12,0,0,1,Baseline,0.0
2024-04-29,SITE01,P00023,True,2,10,0,0,2,Adjusted,0.408
2024-05-06,SITE01,P00023,True,0,10,0,0,2,Adjusted,0.391
2024-05-13,SITE01,P00023,True,0,10,0,0,1,Baseline,0.0
2024-05-20,SITE01,P00023,True,5,10,0,0,2,Baseline,0.0
2024-05-27,SITE01,P00023,True,2,8,0,0,2,Baseline,0.0
2024-06-03,SITE01,P00023,True,0,14,0,0,2,Adjusted,0.254
2024-06-10,SITE01,P00023,True,1,13,0,0,1,Baseline,0.0
2024-06-17,SITE01,P00023,True,0,13,0,0,1,Baseline,0.0
2024-06-24,SITE01,P00023,False,2,11,0,0,1,Baseline,0.0
2024-07-01,SITE01,P00023,False,2,9,0,0,1,Baseline,0.0
2024-07-08,SITE01,P00023,False,0,9,0,0,1,Baseline,0.0
2024-07-15,SITE01,P00023,False,1,13,0,0,1,Baseline,0.0
2024-07-22,SITE01,P00023,True,0,13,0,0,1,Baseline,0.0
2024-07-29,SITE01,P00023,False,0,13,0,0,1,Adjusted,-0.183
2024-08-05,SITE01,P00023,False,2,11,0,0,1,Baseline,0.0
2024-08-12,SITE01,P00023,False,0,11,0,0,1,Baseline,0.0
2024-08-19,SITE01,P00023,False,0,11,0,0,1,Baseline,0.0
2024-08-26,SITE01,P00023,False,1,10,0,0,0,Baseline,0.0
2024-09-02,SITE01,P00023,True,1,9,0,0,1,Baseline,0.0
2024-09-09,SITE01,P00023,False,0,9,0,0,1,Baseline,0.0
2024-09-16,SITE01,P00023,True,1,15,0,0,1,Baseline,0.0
2024-09-23,SITE01,P00023,True,0,15,0,0,1,Adjusted,0.379
2024-09-30,SITE01,P00023,True,0,15,0,0,0,Baseline,0.0
2024-10-07,SITE01,P00023,False,1,14,0,0,0,Baseline,0.0
2024-10-14,SITE01,P00023,False,0,14,0,0,1,Baseline,0.0
2024-10-21,SITE01,P00023,False,2,12,0,0,1,Baseline,0.0
2024-10-28,SITE01,P00023,True,1,11,0,0,1,Baseline,0.0
2024-11-04,SITE01,P00023,True,1,10,0,0,1,Baseline,0.0
2024-11-11,SITE01,P00023,False,0,10,0,0,1,Baseline,0.0
2024-11-18,SITE01,P00023,False,1,9,0,0,1,Baseline,0.0
2024-11-25,SITE01,P00023,True,1,8,0,0,1,Baseline,0.0
2024-12-02,SITE01,P00023,False,3,13,0,0,1,Baseline,0.0
2024-12-09,SITE01,P00023,False,0,13,0,1,1,Baseline,0.0
2024-12-16,SITE01,P00023,True,1,12,0,0,1,Baseline,0.0
2024-12-23,SITE01,P00023,True,1,11,0,0,1,Baseline,0.0
2022-01-03,SITE01,P00024,True,1,17,0,0,1,Baseline,0.0
2022-01-10,SITE01,P00024,False,0,17,0,0,1,Baseline,0.0
2022-01-17,SITE01,P00024,True,0,17,0,0,0,Adjusted,0.189
2022-01-24,SITE01,P00024,True,0,17,0,0,0,Adjusted,-0.129
2022-01-31,SITE01,P00024,True,1,16,0,0,0,Baseline,0.0
2022-02-07,SITE01,P00024,True,0,16,0,0,0,Adjusted,-0.126
2022-02-14,SITE01,P00024,True,0,16,0,0,0,Adjusted,-0.107
2022-02-21,SITE01,P00024,True,0,16,0,0,0,Adjusted,0.223
2022-02-28,SITE01,P00024,False,1,15,0,0,0,Baseline,0.0
2022-03-07,SITE01,P00024,True,4,15,0,0,1,Baseline,0.0
2022-03-14,SITE01,P00024,False,0,15,0,0,1,Baseline,0.0
2022-03-21,SITE01,P00024,True,0,15,0,0,1,Baseline,0.0
2022-03-28,SITE01,P00024,False,0,15,0,0,1,Baseline,0.0
2022-04-04,SITE01,P00024,False,0,15,0,0,1,Baseline,0.0
2022-04-11,SITE01,P00024,True,1,14,0,0,1,Baseline,0.0
2022-04-18,SITE01,P00024,True,1,13,0,0,1,Adjusted,0.094
2022-04-25,SITE01,P00024,False,1,12,0,0,1,Baseline,0.0
2022-05-02,SITE01,P00024,False,1,15,0,0,0,Baseline,0.0
2022-05-09,SITE01,P00024,True,1,14,0,0,1,Adjusted,-0.124
2022-05-16,SITE01,P00024,False,1,13,0,0,1,Adjusted,0.169
2022-05-23,SITE01,P00024,True,3,19,0,0,1,Adjusted,-0.227
2022-05-30,SITE01,P00024,False,0,19,0,0,1,Baseline,0.0
2022-06-06,SITE01,P00024,True,1,18,0,0,1,Baseline,0.0
2022-06-13,SITE01,P00024,True,1,17,0,0,1,Adjusted,0.251
2022-06-20,SITE01,P00024,True,1,16,0,0,1,Baseline,0.0
2022-06-27,SITE01,P00024,False,2,14,0,0,1,Baseline,0.0
2022-07-04,SITE01,P00024,False,1,13,0,0,1,Baseline,0.0
2022-07-11,SITE01,P00024,False,1,18,0,0,1,Baseline,0.0
2022-07-18,SITE01,P00024,True,1,17,0,0,1,Adjusted,-0.136
2022-07-25,SITE01,P00024,True,1,16,0,0,1,Baseline,0.0
2022-08-01,SITE01,P00024,True,0,16,0,0,1,Baseline,0.0
2022-08-08,SITE01,P00024,True,1,15,0,0,1,Baseline,0.0
2022-08-15,SITE01,P00024,True,1,14,0,0,1,Baseline,0.0
2022-08-22,SITE01,P00024,False,0,14,0,0,1,Baseline,0.0
2022-08-29,SITE01,P00024,False,0,14,0,1,1,Baseline,0.0
2022-09-05,SITE01,P00024,True,1,13,0,0,1,Baseline,0.0
2022-09-12,SITE01,P00024,False,0,13,0,0,1,Baseline,0.0
2022-09-19,SITE01,P00024,True,1,12,0,0,1,Baseline,0.0
2022-09-26,SITE01,P00024,False,0,12,0,0,0,Baseline,0.0
2022-10-03,SITE01,P00024,True,4,14,0,0,1,Adjusted,-0.235
2022-10-10,SITE01,P00024,False,1,13,0,0,1,Baseline,0.0
2022-10-17,SITE01,P00024,False,2,17,0,0,1,Baseline,0.0
2022-10-24,SITE01,P00024,True,1,16,0,0,1,Adjusted,0.168
2022-10-31,SITE01,P00024,True,1,15,0,0,1,Baseline,0.0
2022-11-07,SITE01,P00024,True,1,14,0,0,2,Adjusted,0.341
2022-11-14,SITE01,P00024,False,0,14,0,0,1,Baseline,0.0
2022-11-21,SITE01,P00024,True,0,14,0,0,2,Adjusted,0.261
2022-11-28,SITE01,P00024,False,0,14,0,0,1,Baseline,0.0
2022-12-05,SITE01,P00024,False,0,14,0,0,1,Baseline,0.0
2022-12-12,SITE01,P00024,True,1,13,0,0,0,Baseline,0.0
2022-12-19,SITE01,P00024,False,1,12,0,0,0,Baseline,0.0
2022-12-26,SITE01,P00024,False,1,19,0,0,0,Baseline,0.0
2023-01-02,SITE01,P00024,True,1,18,0,0,1,Baseline,0.0
2023-01-09,SITE01,P00024,True,0,18,0,0,1,Baseline,0.0
2023-01-16,SITE01,P00024,True,0,18,0,0,0,Baseline,0.0
2023-01-23,SITE01,P00024,True,2,16,0,0,1,Baseline,0.0
2023-01-30,SITE01,P00024,True,0,16,0,0,1,Baseline,0.0
2023-02-06,SITE01,P00024,True,1,15,0,0,1,Baseline,0.0
2023-02-13,SITE01,P00024,False,3,17,0,0,1,Baseline,0.0
2023-02-20,SITE01,P00024,False,2,15,0,0,1,Baseline,0.0
2023-02-27,SITE01,P00024,True,0,15,0,0,1,Adjusted,0.338
2023-03-06,SITE01,P00024,True,1,14,0,0,2,Adjusted,0.404
2023-03-13,SITE01,P00024,False,2,18,0,0,1,Baseline,0.0
2023-03-20,SITE01,P00024,False,2,16,0,0,2,Adjusted,0.317
2023-03-27,SITE01,P00024,False,0,16,0,0,1,Baseline,0.0
2023-04-03,SITE01,P00024,False,2,14,0,0,1,Baseline,0.0
2023-04-10,SITE01,P00024,False,2,16,0,0,1,Baseline,0.0
2023-04-17,SITE01,P00024,True,1,15,0,0,2,Adjusted,0.269
2023-04-24,SITE01,P00024,True,0,15,0,0,2,Adjusted,0.321
2023-05-01,SITE01,P00024,True,1,14,0,0,1,Adjusted,0.205
2023-05-08,SITE01,P00024,True,0,14,0,0,1,Baseline,0.0
2023-05-15,SITE01,P00024,True,2,12,0,0,1,Baseline,0.0
2023-05-22,SITE01,P00024,False,4,16,0,0,2,Adjusted,0.214
2023-05-29,SITE01,P00024,False,1,15,0,0,1,Baseline,0.0
2023-06-05,SITE01,P00024,True,3,19,0,0,1,Baseline,0.0
2023-06-12,SITE01,P00024,True,1,18,0,0,2,Adjusted,0.226
2023-06-19,SITE01,P00024,True,0,18,0,0,1,Baseline,0.0
2023-06-26,SITE01,P00024,True,1,17,0,0,1,Baseline,0.0
2023-07-03,SITE01,P00024,True,1,16,0,0,1,Adjusted,-0.201
2023-07-10,SITE01,P00024,True,1,15,0,0,2,Adjusted,0.178
2023-07-17,SITE01,P00024,True,1,14,0,0,1,Baseline,0.0
2023-07-24,SITE01,P00024,False,1,13,0,0,1,Baseline,0.0
2023-07-31,SITE01,P00024,False,2,16,0,0,1,Adjusted,0.149
2023-08-07,SITE01,P00024,False,2,14,0,0,1,Baseline,0.0
2023-08-14,SITE01,P00024,False,1,13,0,0,1,Baseline,0.0
2023-08-21,SITE01,P00024,False,0,13,0,0,1,Baseline,0.0
2023-08-28,SITE01,P00024,True,0,13,0,0,1,Baseline,0.0
2023-09-04,SITE01,P00024,True,3,17,0,0,1,Baseline,0.0
2023-09-11,SITE01,P00024,True,1,16,0,0,1,Baseline,0.0
2023-09-18,SITE01,P00024,True,1,15,0,0,1,Baseline,0.0
2023-09-25,SITE01,P00024,False,0,15,0,0,1,Baseline,0.0
2023-10-02,SITE01,P00024,False,0,15,0,0,1,Baseline,0.0
2023-10-09,SITE01,P00024,False,3,12,0,0,1,Baseline,0.0
2023-10-16,SITE01,P00024,False,0,12,0,0,1,Baseline,0.0
2023-10-23,SITE01,P00024,True,0,12,0,0,1,Baseline,0.0
2023-10-30,SITE01,P00024,False,1,11,0,0,1,Adjusted,0.214
2023-11-06,SITE01,P00024,True,2,9,0,0,1,Adjusted,0.084
2023-11-13,SITE01,P00024,False,1,13,0,0,1,Baseline,0.0
2023-11-20,SITE01,P00024,True,1,22,0,0,1,Baseline,0.0
2023-11-27,SITE01,P00024,True,0,22,0,0,1,Adjusted,0.174
2023-12-04,SITE01,P00024,False,2,20,0,0,1,Baseline,0.0
2023-12-11,SITE01,P00024,True,0,20,0,0,1,Adjusted,0.154
2023-12-18,SITE01,P00024,True,0,20,0,0,1,Baseline,0.0
2023-12-25,SITE01,P00024,True,0,20,0,0,1,Baseline,0.0
2024-01-01,SITE01,P00024,False,1,19,0,0,1,Baseline,0.0
2024-01-08,SITE01,P00024,False,0,19,0,0,1,Baseline,0.0
2024-01-15,SITE01,P00024,True,1,18,0,0,0,Baseline,0.0
2024-01-22,SITE01,P00024,True,0,18,0,0,1,Baseline,0.0
